perm_id,stat_perm_median_test_r2
0,-0.07787391845258396
1,-0.09022326413409143
2,-0.08256231061113517
3,-0.12010473540849087
4,-0.13340971572086624
5,-0.21996606326391333
6,-0.26509944648086525
7,-0.22915669761894197
8,-0.13526914100546072
9,-0.28982426024220387
10,-0.20923815832031312
11,-0.3295010297094375
12,-0.14173087432400278
13,0.16558075144323958
14,-0.24618086280624485
15,-0.13301946899332273
16,-0.37001091320575885
17,-0.19185060407478216
18,-0.452444562526621
19,-0.17340429575147542
20,-0.1902555396438349
21,-0.1595384935758254
22,0.02384728368929523
23,-0.2070367143640498
24,-0.23336931813661732
25,-0.21732656151460872
26,-0.08422347398768282
27,-0.18724697750369923
28,-0.18008382110317056
29,-0.1221756218619634
30,-0.19082629478142332
31,-0.023625215808646294
32,-0.30277650729571803
33,-0.09733147073414994
34,-0.20078282525916358
35,-0.05040254152794055
36,-0.3689608793265847
37,-0.2163473200320143
38,-0.24087796856273125
39,-0.1865005555646645
40,-0.11735642121541434
41,-0.1691260433370374
42,-0.06785607999315568
43,-0.1223214202352102
44,-0.3151557914920837
45,0.026838157025243337
46,-0.0791401893829351
47,-0.15201261245762332
48,-0.44740429096222234
49,-0.053856235520493345
50,-0.09883755772369829
51,-0.26611908865101686
52,-0.18954650047399835
53,-0.4587449182775972
54,-0.13540850998037024
55,-0.1871060881072757
56,-0.08370401316827503
57,-0.15766613663921047
58,-0.17546184256650754
59,-0.12665096334096992
60,-0.407232353915041
61,-0.10013551581030666
62,-0.3077542836612751
63,-0.22004920654161075
64,-0.28011940901313426
65,-0.10453387308291429
66,-0.15239313596343929
67,-0.303706629212697
68,-0.042060802654302565
69,-0.22280823418656692
70,-0.15317822504592615
71,-0.22494625416586145
72,-0.177275989688791
73,-0.23673701939562586
74,-0.055821420526126264
75,-0.21525205585658358
76,-0.13071287076198934
77,-0.30335917062565076
78,-0.07856341418154666
79,-0.15516318485401837
80,-0.14287868844655394
81,-0.06511251261006756
82,-0.11721546326255605
83,-0.1794739549672193
84,-0.05134251877156071
85,-0.11632190322979441
86,-0.2955870145571914
87,-0.06568723593176717
88,-0.2878341622583649
89,-0.2315295423608864
90,-0.17046668608405657
91,-0.0276047443972659
92,-0.28432921729403393
93,-0.10327419140162764
94,-0.28433030877484733
95,-0.25188580539547334
96,-0.17921414662001267
97,-0.027194055853952404
98,-0.23067980407393351
99,-0.26330927495533785
100,-0.24857179870535828
101,-0.08906255683034936
102,-0.20401062846133322
103,-0.02776772892085777
104,-0.046548069614355814
105,-0.19876905540084688
106,-0.3852745049653159
107,-0.10045553468411444
108,-0.28282353345464906
109,-0.04084985671320229
110,-0.24776410525647063
111,-0.0732314299707586
112,-0.08050397254669917
113,-0.1137080483010704
114,-0.18766312624413461
115,-0.1735521370991655
116,-0.2615789740967318
117,-0.17579937640471177
118,-0.15151657459401113
119,-0.3214830586752899
120,-0.11153438651217873
121,0.03183461680140265
122,-0.13760179439691655
123,-0.18531321846979887
124,-0.17412023464156057
125,-0.180728110729106
126,-0.39998019826190334
127,-0.17752366442816647
128,-0.16533297201619812
129,-0.16189170046745338
130,-0.2355648138322083
131,-0.06115473753443701
132,-0.2218454169019688
133,-0.25091845793105994
134,-0.10160214669118772
135,-0.2078418500709972
136,-0.10963786626632877
137,-0.10019176040638766
138,-0.23368132064111946
139,-0.32057897361788235
